Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad,id,agegroup,weekday_name,month_name,hour
39.96,25.0,50671.6,241.03,Business-focused real-time toolset,Hansenmouth,1,Hong Kong,2016-04-07 15:18:10,0,5400,21-30,Thursday,April,15
81.98,34.0,59785.94,160.03,Cloned explicit middleware,Kingshire,1,Namibia,2016-03-11 00:05:48,0,5401,31-40,Friday,March,0
78.6,34.0,59785.94,203.44,Cloned explicit middleware,New Tinamouth,0,Turkmenistan,2016-02-27 08:52:50,0,5402,31-40,Saturday,February,8
46.61,50.0,57868.44,122.31,Reverse-engineered maximized focus group,North Kimberly,0,Bangladesh,2016-05-09 21:54:38,1,5403,41-50,Monday,May,21
89.05,42.0,57868.44,146.8,Enhanced optimizing website,Hubbardmouth,0,Czech Republic,2016-05-19 14:30:17,1,5404,41-50,Thursday,May,14
90.75,23.0,52182.23,172.81,Team-oriented executive core,Hubbardmouth,0,Czech Republic,2016-02-15 16:52:04,0,5405,21-30,Monday,February,16
79.54,32.0,76246.96,144.77,Business-focused transitional solution,Lake Christopherfurt,1,Bolivia,2016-01-09 03:45:19,0,5406,31-40,Saturday,January,3
40.47,35.0,69285.69,236.87,Optional multi-state hardware,Wrightburgh,0,Ukraine,2016-07-18 01:36:37,0,5407,31-40,Monday,July,1
80.51,28.0,57739.03,200.28,Synchronized user-facing core,Kennedyfurt,1,Luxembourg,2016-07-03 12:57:03,0,5408,21-30,Sunday,July,12
80.46,25.0,50506.44,202.18,Digitized contextually-based product,West Aprilport,0,United States Virgin Islands,2016-06-21 14:32:32,0,5409,21-30,Tuesday,June,14
80.3,49.0,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,2016-04-04 20:01:12,1,5410,41-50,Monday,April,20
43.49,37.0,58235.21,193.29,Decentralized needs-based analyzer,Mataberg,1,Estonia,2016-03-23 21:06:51,0,5411,31-40,Wednesday,March,21
55.6,31.0,55121.65,204.79,Business-focused real-time toolset,Port Calvintown,1,Singapore,2016-05-19 11:16:59,0,5412,31-40,Thursday,May,11
89.05,44.0,57846.68,187.76,Fully-configurable neutral open system,North Kimberly,0,Bulgaria,2016-04-04 18:36:59,1,5413,41-50,Monday,April,18
36.08,25.0,50506.44,241.03,Pre-emptive next generation Internet solution,Lake Rhondaburgh,1,Georgia,2016-04-07 15:18:10,0,5414,21-30,Thursday,April,15
46.61,50.0,57868.44,123.13,Team-oriented dynamic forecast,East Rachelview,1,Heard Island and McDonald Islands,2016-02-23 13:55:48,1,5415,41-50,Tuesday,February,13
82.07,22.0,67058.72,121.07,Digitized contextually-based product,Combsstad,0,Austria,2016-07-03 04:11:40,0,5416,21-30,Sunday,July,4
82.73,51.0,74535.94,130.41,Function-based incremental standardization,West David,0,United States of America,2016-06-26 04:22:26,1,5417,51-60,Sunday,June,4
75.84,45.0,74903.41,174.88,Enhanced homogeneous moderator,Harmonhaven,1,Ukraine,2016-03-05 12:03:41,1,5418,41-50,Saturday,March,12
81.22,41.0,70492.6,244.91,Sharable reciprocal project,South Walter,1,Saint Lucia,2016-02-06 17:48:28,0,5419,41-50,Saturday,February,17
66.4,23.0,57846.68,126.39,Managed disintermediate capability,Hubbardmouth,0,China,2016-05-19 14:30:17,1,5420,21-30,Thursday,May,14
76.77,39.0,52520.75,124.44,Intuitive exuding service-desk,North April,0,Madagascar,2016-01-03 07:13:53,0,5421,31-40,Sunday,January,7
43.49,37.0,63649.04,158.56,Cloned object-oriented benchmark,New Brandy,1,Australia,2016-06-20 14:20:52,1,5422,31-40,Monday,June,14
62.26,29.0,72203.96,216.49,Front-line dynamic model,Johnstad,1,Algeria,2016-03-15 17:33:15,0,5423,21-30,Tuesday,March,17
80.51,22.0,63363.04,139.34,Customizable modular Internet solution,Combsstad,1,Kenya,2016-07-03 04:11:40,0,5424,21-30,Sunday,July,4
65.59,39.0,37334.78,109.29,Managed zero tolerance concept,West Angelabury,1,Turkey,2016-02-09 07:21:25,1,5425,31-40,Tuesday,February,7
78.17,25.0,25686.34,141.89,Synergized intangible open system,New Tina,1,Ireland,2016-04-28 02:55:10,0,5426,21-30,Thursday,April,2
79.81,34.0,34191.23,190.12,Team-oriented transitional methodology,East Brianberg,1,Saint Vincent and the Grenadines,2016-02-27 08:52:50,1,5427,31-40,Saturday,February,8
80.47,38.0,57868.44,206.98,User-friendly grid-enabled analyzer,Stewartbury,1,Western Sahara,2016-04-22 02:07:01,1,5428,31-40,Friday,April,2
46.61,42.0,43241.19,188.56,Enhanced optimizing website,Hubbardmouth,1,China,2016-05-19 14:30:17,1,5429,41-50,Thursday,May,14
51.24,36.0,29398.61,140.46,Versatile transitional monitoring,North Randy,0,Guinea,2016-01-05 11:53:17,1,5430,31-40,Tuesday,January,11
82.07,43.0,57868.44,125.22,Reverse-engineered maximized focus group,Port Jeffrey,0,Bangladesh,2016-04-17 21:39:11,1,5431,41-50,Sunday,April,21
65.59,31.0,59677.64,207.17,De-engineered tertiary secured line,Port Calvintown,1,Singapore,2016-07-09 11:18:02,0,5432,31-40,Saturday,July,11
42.04,28.0,48335.2,258.62,Business-focused background synergy,Westshire,0,Australia,2016-05-08 22:24:27,1,5433,21-30,Sunday,May,22
51.24,36.0,59240.24,140.46,Up-sized incremental encryption,East John,0,Guinea,2016-01-03 16:01:40,0,5434,31-40,Sunday,January,16
75.42,35.0,42696.67,140.15,Visionary maximized process improvement,Kyleborough,1,Moldova,2016-07-14 22:43:29,1,5435,31-40,Thursday,July,22
78.64,31.0,56180.93,248.23,Automated mobile model,Laurieside,0,Croatia,2016-01-03 07:13:53,0,5436,31-40,Sunday,January,7
41.73,31.0,56180.93,207.17,Profound executive flexibility,New Michael,1,Singapore,2016-06-21 14:32:32,0,5437,31-40,Tuesday,June,14
59.59,50.0,43974.49,123.13,Realigned content-based leverage,North Samantha,0,Heard Island and McDonald Islands,2016-04-04 07:07:46,1,5438,41-50,Monday,April,7
69.17,45.0,31092.93,137.24,Enhanced homogeneous moderator,Wintersfort,1,Taiwan,2016-03-05 12:03:41,1,5439,41-50,Saturday,March,12
56.57,26.0,35521.88,131.68,Upgradable directional system engine,Shelbyport,0,Dominica,2016-01-05 16:26:44,0,5440,21-30,Tuesday,January,16
80.47,38.0,57868.44,122.04,Universal 24/7 implementation,Stewartbury,1,Western Sahara,2016-03-14 14:13:05,1,5441,31-40,Monday,March,14
42.04,27.0,69646.35,193.29,Reduced bi-directional strategy,Johnstad,0,Spain,2016-07-03 04:11:40,0,5442,21-30,Sunday,July,4
81.75,33.0,49101.67,162.03,Synchronized multi-tasking ability,East Carlos,0,Indonesia,2016-06-10 11:31:33,0,5443,31-40,Friday,June,11
47.74,40.0,62669.59,195.69,Upgradable optimizing toolset,Gomezport,1,Portugal,2016-05-08 10:25:08,0,5444,31-40,Sunday,May,10
76.2,50.0,43974.49,123.13,Function-based context-sensitive secured line,Burgessside,1,Turkey,2016-02-23 13:55:48,1,5445,41-50,Tuesday,February,13
79.52,44.0,75769.82,157.04,Synchronized multi-tasking ability,Silvaton,0,Kenya,2016-05-12 21:32:06,1,5446,41-50,Thursday,May,21
56.39,54.0,71157.05,184.94,Automated stable help-desk,Erikville,1,Moldova,2016-03-27 09:11:10,1,5447,51-60,Sunday,March,9
44.33,37.0,23936.86,140.15,Horizontal national architecture,New Brandy,0,Micronesia,2016-05-08 22:24:27,1,5448,31-40,Sunday,May,22
60.7,46.0,33951.63,229.22,Proactive actuating Graphical User Interface,South Jaimeview,1,Portugal,2016-02-09 05:28:18,0,5449,41-50,Tuesday,February,5
39.3,29.0,53431.35,126.97,Vision-oriented bifurcated contingency,Williamsport,0,Uganda,2016-01-27 18:25:42,1,5450,21-30,Wednesday,January,18
59.22,49.0,39031.89,195.69,Managed client-server access,West Brandonton,1,Australia,2016-04-04 20:01:12,1,5451,41-50,Monday,April,20
79.52,49.0,64564.07,187.76,Robust uniform framework,West Raymondmouth,0,Bahamas,2016-03-08 18:00:43,1,5452,41-50,Tuesday,March,18
55.6,39.0,61601.05,124.44,Intuitive exuding service-desk,Garciatown,0,Bahrain,2016-07-08 03:47:41,0,5453,31-40,Friday,July,3
55.6,54.0,58677.69,161.16,Automated stable help-desk,Westshire,0,Moldova,2016-02-04 08:53:37,1,5454,51-60,Thursday,February,8
73.72,36.0,73882.91,140.46,Up-sized incremental encryption,North Randy,0,Liechtenstein,2016-01-03 16:01:40,1,5455,31-40,Sunday,January,16
78.84,35.0,73889.99,226.54,Secured secondary superstructure,Chrismouth,1,Zimbabwe,2016-07-02 20:23:15,0,5456,31-40,Saturday,July,20
86.06,32.0,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Ghana,2016-03-31 20:55:22,0,5457,31-40,Thursday,March,20
60.83,36.0,76003.47,115.26,Face-to-face analyzing encryption,Boyerberg,1,Mayotte,2016-02-06 23:08:57,1,5458,31-40,Saturday,February,23
89.05,34.0,34191.23,191.14,Function-based incremental standardization,Lake Amy,1,Equatorial Guinea,2016-03-11 00:05:48,0,5459,31-40,Friday,March,0
65.77,41.0,64828.0,228.78,Front-line multi-state hub,Hubbardmouth,1,Chad,2016-04-06 05:55:43,0,5460,41-50,Wednesday,April,5
80.31,31.0,27262.51,207.17,Business-focused client-driven forecast,Harmonhaven,0,Saudi Arabia,2016-06-10 10:11:00,0,5461,31-40,Friday,June,10
44.78,48.0,53922.43,123.13,Vision-oriented attitude-oriented Internet solution,Lake Gerald,0,Tonga,2016-04-21 09:30:35,1,5462,41-50,Thursday,April,9
82.07,55.0,57868.44,187.76,Function-based context-sensitive secured line,Hubbardmouth,0,Tonga,2016-04-21 09:30:35,1,5463,51-60,Thursday,April,9
78.51,36.0,76003.47,115.26,User-friendly grid-enabled analyzer,Williammouth,1,Liechtenstein,2016-01-03 16:01:40,1,5464,31-40,Sunday,January,16
81.58,41.0,63363.04,109.07,Optimized upward-trending productivity,East Maureen,1,Turkey,2016-05-31 23:42:26,1,5465,41-50,Tuesday,May,23
67.56,28.0,53058.91,180.88,Intuitive exuding service-desk,Pamelamouth,0,Egypt,2016-01-05 11:53:17,0,5466,21-30,Tuesday,January,11
59.22,32.0,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Latvia,2016-03-31 20:55:22,0,5467,31-40,Thursday,March,20
39.36,42.0,66025.11,243.61,Virtual 5thgeneration neural-net,Hubbardmouth,1,Czech Republic,2016-04-06 11:24:21,1,5468,41-50,Wednesday,April,11
54.88,50.0,74543.81,122.31,Reverse-engineered maximized focus group,Port Katelynview,0,Bangladesh,2016-05-09 21:54:38,1,5469,41-50,Monday,May,21
51.24,54.0,38609.2,192.85,Virtual scalable secured line,Haleview,0,Cambodia,2016-03-31 20:55:22,1,5470,51-60,Thursday,March,20
38.35,32.0,52736.33,230.18,Public-key bi-directional Graphical User Interface,Ryanhaven,1,Austria,2016-03-07 01:40:15,0,5471,31-40,Monday,March,1
80.31,42.0,60514.05,238.58,Right-sized mobile initiative,Hubbardmouth,0,Czech Republic,2016-05-19 14:30:17,1,5472,41-50,Thursday,May,14
41.73,28.0,71222.4,139.01,Intuitive exuding service-desk,Reyesfurt,0,Gabon,2016-04-24 07:20:16,0,5473,21-30,Sunday,April,7
55.6,32.0,55424.24,178.92,Versatile solution-oriented secured line,Mauriceshire,1,Saudi Arabia,2016-06-09 21:43:05,1,5474,31-40,Thursday,June,21
37.45,31.0,56180.93,207.17,Optional full-range projection,Port Kathleenfort,0,Guam,2016-06-10 00:35:15,0,5475,31-40,Friday,June,0
84.73,26.0,52968.22,129.88,Multi-channeled non-volatile website,Brownport,1,Turkey,2016-01-01 15:14:24,1,5476,21-30,Friday,January,15
40.04,42.0,58151.87,199.43,Virtual 5thgeneration neural-net,West Amanda,1,Czech Republic,2016-07-06 12:04:29,1,5477,41-50,Wednesday,July,12
80.3,37.0,68448.94,158.56,Cross-group non-volatile secured line,West Brandonton,0,Australia,2016-06-05 07:54:30,1,5478,31-40,Sunday,June,7
81.59,44.0,61039.13,190.17,Exclusive even-keeled moratorium,West Ericaport,0,Brazil,2016-02-19 20:49:27,0,5479,41-50,Friday,February,20
86.06,32.0,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Bolivia,2016-05-08 10:25:08,0,5480,31-40,Sunday,May,10
80.3,19.0,63430.33,113.53,Enterprise-wide local matrices,West Connor,1,Vanuatu,2016-06-12 21:21:53,0,5481,<20,Sunday,June,21
36.56,40.0,27086.4,221.98,Self-enabling optimal initiative,Youngfort,1,Fiji,2016-01-17 18:45:55,1,5482,31-40,Sunday,January,18
67.69,40.0,41232.89,120.06,Face-to-face even-keeled website,Williamsport,0,Saint Vincent and the Grenadines,2016-02-28 23:21:22,1,5483,31-40,Sunday,February,23
82.07,50.0,52736.33,123.13,Realigned content-based leverage,Burgessside,1,Heard Island and McDonald Islands,2016-04-01 05:17:28,1,5484,41-50,Friday,April,5
80.31,42.0,60514.05,207.17,Balanced empowering success,Dustinchester,0,Zambia,2016-02-26 01:18:44,0,5485,41-50,Friday,February,1
61.22,45.0,46197.59,124.67,Secured 24hour policy,Wintersfort,0,Taiwan,2016-02-11 04:37:34,1,5486,41-50,Thursday,February,4
74.65,31.0,31947.65,204.79,Polarized bifurcated array,Lake Ian,0,Cameroon,2016-06-02 21:02:22,0,5487,31-40,Thursday,June,21
55.6,24.0,52252.91,219.94,Pre-emptive systematic budgetary management,Bradleyside,0,Guinea,2016-06-11 06:47:55,0,5488,21-30,Saturday,June,6
35.61,39.0,71455.62,258.62,Vision-oriented attitude-oriented Internet solution,Williamsport,0,Uganda,2016-01-27 18:25:42,1,5489,31-40,Wednesday,January,18
89.05,50.0,57868.44,123.13,Realigned content-based leverage,New Tammy,0,Malawi,2016-04-04 07:07:46,1,5490,41-50,Monday,April,7
44.46,33.0,43974.49,159.77,Virtual scalable secured line,Burgessside,0,Palau,2016-04-04 07:07:46,1,5491,31-40,Monday,April,7
42.39,27.0,63879.72,248.12,Cloned incremental matrices,Kimberlytown,0,Fiji,2016-03-07 20:02:51,0,5492,21-30,Monday,March,20
71.9,29.0,72203.96,216.49,Front-line dynamic model,Johnstad,1,Burundi,2016-01-16 16:40:30,0,5493,21-30,Saturday,January,16
44.11,30.0,70492.6,244.91,Business-focused transitional solution,Amyfurt,1,Bolivia,2016-05-08 10:25:08,0,5494,21-30,Sunday,May,10
55.6,54.0,54286.1,230.18,Automated stable help-desk,South Meghan,0,Senegal,2016-03-31 20:55:22,1,5495,51-60,Thursday,March,20
56.39,46.0,54286.1,253.48,Configurable tertiary capability,Lake Evantown,0,Belgium,2016-04-06 14:16:52,1,5496,41-50,Wednesday,April,14
81.58,41.0,50628.31,126.39,Synergistic reciprocal attitude,East Maureen,1,Turkey,2016-05-13 11:57:12,1,5497,41-50,Friday,May,11
73.72,35.0,66541.05,203.9,Optional multi-state hardware,Port Melissaberg,1,Kazakhstan,2016-03-18 13:22:35,1,5498,31-40,Friday,March,13
41.73,28.0,61840.26,217.37,Synchronized user-facing core,Port Kathleenfort,1,Albania,2016-05-28 12:20:15,0,5499,21-30,Saturday,May,12
70.39,27.0,68357.96,185.46,Configurable tertiary capability,Ramirezton,0,Senegal,2016-02-26 19:48:23,1,5500,21-30,Friday,February,19
81.75,33.0,73941.91,215.18,Stand-alone well-modulated product,East Carlos,0,Indonesia,2016-06-10 11:31:33,0,5501,31-40,Friday,June,11
71.14,39.0,61601.05,128.62,Business-focused real-time toolset,Jacquelineshire,1,Korea,2016-06-02 21:02:22,0,5502,31-40,Thursday,June,21
67.76,26.0,53647.81,122.31,Vision-oriented optimizing middleware,Johnsonfort,0,Albania,2016-06-10 03:56:41,0,5503,21-30,Friday,June,3
55.77,27.0,39193.45,131.29,Monitored object-oriented Graphic Interface,East Jessefort,1,Dominican Republic,2016-03-23 21:06:51,0,5504,21-30,Wednesday,March,21
68.37,45.0,50723.67,174.88,Secured 24hour policy,Kristinfurt,0,Taiwan,2016-02-11 04:37:34,1,5505,41-50,Thursday,February,4
45.99,51.0,74535.94,188.56,Front-line system-worthy flexibility,North Brittanyburgh,1,French Guiana,2016-02-18 22:42:33,0,5506,51-60,Thursday,February,22
41.73,31.0,59886.58,240.64,Optional full-range projection,North Regina,1,Hong Kong,2016-03-05 23:02:11,0,5507,31-40,Saturday,March,23
56.16,30.0,33293.78,174.88,Total 5thgeneration standardization,Lake Matthewland,0,Guinea,2016-05-10 17:13:47,1,5508,21-30,Tuesday,May,17
54.88,22.0,31215.88,121.07,Profit-focused secondary portal,North Angelatown,0,El Salvador,2016-07-03 04:11:40,0,5509,21-30,Sunday,July,4
41.73,28.0,71222.4,217.37,Fundamental methodical support,North Wesleychester,0,Zambia,2016-05-19 14:30:17,1,5510,21-30,Thursday,May,14
40.04,34.0,40183.75,168.34,Cloned explicit middleware,Kingshire,1,Equatorial Guinea,2016-03-11 00:05:48,0,5511,31-40,Friday,March,0
75.71,40.0,63430.33,158.42,Enterprise-wide tangible model,East Maureen,1,Turkey,2016-03-18 13:22:35,0,5512,31-40,Friday,March,13
80.51,45.0,59610.81,236.19,Secured 24hour policy,Greerport,0,Lebanon,2016-03-05 12:03:41,1,5513,41-50,Saturday,March,12
56.34,30.0,57877.15,244.91,Cross-platform logistical pricing structure,South Walter,1,Bolivia,2016-05-08 10:25:08,0,5514,21-30,Sunday,May,10
54.88,22.0,67058.72,136.21,Customizable modular Internet solution,Combsstad,0,Croatia,2016-07-03 04:11:40,0,5515,21-30,Sunday,July,4
46.61,21.0,61009.1,157.04,Function-based context-sensitive secured line,South Rebecca,1,Turkey,2016-01-16 11:35:01,1,5516,21-30,Saturday,January,11
46.61,41.0,50671.6,234.26,Synergistic reciprocal attitude,New Tina,1,Kyrgyz Republic,2016-05-31 23:42:26,1,5517,41-50,Tuesday,May,23
59.05,43.0,53922.43,157.04,Ameliorated discrete extranet,Port Michaelmouth,0,Tonga,2016-07-17 01:13:56,1,5518,41-50,Sunday,July,1
67.56,36.0,32549.95,115.26,Managed zero tolerance concept,Jonathanland,1,Mayotte,2016-02-27 12:34:19,1,5519,31-40,Saturday,February,12
67.56,28.0,71222.4,139.01,Intuitive exuding service-desk,Westshire,0,Ghana,2016-05-08 22:24:27,0,5520,21-30,Sunday,May,22
83.4,34.0,59785.94,160.03,Cloned explicit middleware,Hawkinsbury,0,Turkmenistan,2016-03-11 00:05:48,0,5521,31-40,Friday,March,0
84.98,29.0,72203.96,216.49,Front-line dynamic model,Wilsonburgh,1,Israel,2016-03-15 17:33:15,0,5522,21-30,Tuesday,March,17
82.73,51.0,74535.94,111.94,Persistent even-keeled application,Wallacechester,1,Greece,2016-03-11 06:49:10,0,5523,51-60,Friday,March,6
39.36,42.0,59243.46,243.61,Virtual 5thgeneration neural-net,Lake Jennifer,1,Netherlands Antilles,2016-04-06 11:24:21,1,5524,41-50,Wednesday,April,11
89.05,38.0,57868.44,131.55,Open-source local approach,Stewartbury,1,Western Sahara,2016-01-23 18:59:21,1,5525,31-40,Saturday,January,18
65.65,36.0,59240.24,140.46,Up-sized incremental encryption,East John,0,Cameroon,2016-06-29 10:50:45,0,5526,31-40,Wednesday,June,10
45.48,32.0,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Latvia,2016-03-31 20:55:22,0,5527,31-40,Thursday,March,20
49.21,29.0,53431.35,233.04,Re-engineered optimal policy,East Carlos,0,Burundi,2016-05-03 16:02:50,0,5528,21-30,Tuesday,May,16
50.08,52.0,33951.63,186.37,Customizable tangible hierarchy,Shawnside,1,Australia,2016-06-16 02:01:24,1,5529,51-60,Thursday,June,2
71.84,39.0,56729.78,141.96,Organized global flexibility,West Angelabury,1,Luxembourg,2016-05-28 12:20:15,1,5530,31-40,Saturday,May,12
56.16,33.0,51510.18,120.06,Monitored systematic hierarchy,Williamsport,0,El Salvador,2016-01-15 19:40:47,1,5531,31-40,Friday,January,19
55.6,54.0,58966.22,136.64,Focused upward-trending core,South Meghan,0,Christmas Island,2016-03-09 00:41:46,1,5532,51-60,Wednesday,March,0
78.96,40.0,66873.9,195.69,Managed client-server access,New Williamville,1,Mali,2016-01-31 04:10:20,0,5533,31-40,Sunday,January,4
87.35,31.0,55121.65,207.17,Inverse local hub,Dustinchester,0,Croatia,2016-06-21 14:32:32,0,5534,31-40,Tuesday,June,14
89.05,38.0,57868.44,130.83,Open-source local approach,Stewartbury,1,Saint Vincent and the Grenadines,2016-04-06 11:24:21,1,5535,31-40,Wednesday,April,11
89.05,44.0,48335.2,137.24,Realigned intermediate application,New Travistown,0,Micronesia,2016-02-11 04:37:34,1,5536,41-50,Thursday,February,4
52.68,32.0,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Ghana,2016-01-09 03:45:19,0,5537,31-40,Saturday,January,3
65.59,31.0,56180.93,143.04,Profit-focused attitude-oriented task-force,Port Calvintown,0,Czech Republic,2016-07-11 09:32:53,1,5538,31-40,Monday,July,9
83.71,45.0,50671.6,138.71,Enhanced homogeneous moderator,Wintersfort,1,United States of America,2016-03-05 12:03:41,1,5539,41-50,Saturday,March,12
65.77,23.0,59243.46,143.13,Customizable zero-defect Internet solution,Hubbardmouth,1,Sweden,2016-04-01 09:21:14,0,5540,21-30,Friday,April,9
84.98,27.0,63296.87,168.92,Reverse-engineered well-modulated capability,Tammyshire,1,Turkey,2016-07-08 03:47:41,0,5541,21-30,Friday,July,3
76.2,34.0,59785.94,168.34,Cloned explicit middleware,Kingshire,1,Namibia,2016-02-27 08:52:50,1,5542,31-40,Saturday,February,8
37.32,24.0,33293.78,184.88,Multi-lateral multi-state encryption,North Regina,0,Qatar,2016-01-05 20:58:42,0,5543,21-30,Tuesday,January,20
63.89,45.0,74903.41,137.24,Enhanced homogeneous moderator,Wintersfort,1,Bosnia and Herzegovina,2016-01-23 18:59:21,1,5544,41-50,Saturday,January,18
79.52,35.0,57846.68,120.63,Face-to-face even-keeled website,Jacksonburgh,0,El Salvador,2016-06-10 03:56:41,0,5545,31-40,Friday,June,3
51.24,32.0,70505.06,182.2,Up-sized 6thgeneration moratorium,Hernandezside,0,Fiji,2016-06-09 21:43:05,1,5546,31-40,Thursday,June,21
81.58,38.0,57868.44,230.93,Profit-focused dedicated utilization,Bowenview,0,Western Sahara,2016-07-19 12:05:58,1,5547,31-40,Tuesday,July,12
